TMS_ID,vt_hours
EP000005740007,79.94
EP000005740008,51.04833333
EP000005740009,111.1344444
EP000005740010,69.26972222
EP000005740011,107.0452778
EP000005740012,78.94277778
EP000005740013,42.42527778
EP000005740014,53.14833333
EP000005740015,48.30472222
EP000005740016,58.55361111
EP000005740017,61.3675
EP000005740018,45.52416667
EP000005740019,33.71194444
EP000005740020,48.04
EP000005740021,55.90361111
EP000005740022,43.58583333
EP000005740023,50.06027778
EP000005740024,69.49277778
EP000005740025,40.14333333
EP000005740026,39.60472222
EP000005740027,31.50111111
EP000005740028,34.20222222
EP000005740029,59.29194444
EP000005740030,46.84611111
EP000005740031,29.57305556
EP000005740032,35.35083333
EP000005740033,72.9925
EP000005740034,39.25833333
EP000005740035,53.71111111
EP000005740036,30.57805556
EP000005740037,42.61388889
EP000005740038,40.68472222
EP000005740039,19.69527778
EP000005740040,37.34611111
EP000005740041,35.99055556
EP000005740042,43.78138889
EP000005740043,27.03111111
EP000005740044,16.33722222
EP000005740045,35.3
EP000005740046,35.11111111
EP000005740047,34.27277778
EP000005740048,24.87388889
EP000005740049,29.44527778
EP000005740050,26.71277778
EP000005740051,32.03638889
EP000005740052,39.3175
EP000005740053,23.45611111
EP000005740054,23.52694444
EP000005740055,23.09944444
EP000005740056,38.58833333
EP000005740057,30.3025
EP000005740058,46.16083333
EP000005740059,49.34888889
EP000005740060,38.78111111
EP000005740061,54.01222222
EP000005740062,31.39555556
EP000005740063,70.62111111
EP000005740064,37.36805556
EP000005740065,49.73388889
EP000005740066,42.14083333
EP000005740067,32.845
EP000005740068,38.135
EP000005740069,44.29694444
EP000005740070,24.91416667
EP000005740071,70.85638889
EP000005740072,67.94805556
EP000005740073,31.77472222
EP000005740074,28.29305556
EP000005740075,21.82666667
EP000005740076,53.37416667
EP000005740077,18.37416667
EP000005740078,50.86305556
EP000005740079,27.32472222
EP000005740080,90.41277778
EP000005740081,76.73083333
EP000005740082,44.13583333
EP000005740083,76.46138889
EP000005740084,73.82638889
EP000005740085,64.87138889
EP000005740086,50.59111111
EP000005740087,39.61194444
EP000005740088,60.9825
EP000005740089,43.4625
EP000005740090,171.4483333
EP000005740091,57.75305556
EP000005740092,43.97833333
EP000005740093,46.42722222
EP000005740094,67.15055556
EP000005740095,50.25416667
EP000005740096,42.97888889
EP000005740097,70.44833333
EP000005740098,38.32361111
EP000005740099,61.37833333
EP000005740100,34.30166667
EP000005740101,54.31722222
EP000005740102,40.71638889
EP000005740103,44.19222222
EP000005740104,48.48638889
EP000005740105,35.99805556
EP000005740106,44.03194444
EP000005740107,92.15416667
EP000005740108,51.48361111
EP000005740109,92.58916667
EP000005740110,53.68638889
EP000005740111,54.31388889
EP000005740112,34.18527778
EP000006260002,1.203055556
EP000006260018,0.508055556
EP000006260019,0.105
EP000006260020,0.062222222
EP000006260023,0.737222222
EP000006260024,1.574722222
EP000006260026,1.8075
EP000006260028,1.186388889
EP000006260029,2.135555556
EP000006260030,1.197222222
EP000006260031,0.051388889
EP000006260033,1.906666667
EP000006260036,2.2825
EP000006260039,1.874444444
EP000006260040,0.28
EP000006260042,1.603055556
EP000006260044,0.260277778
EP000006260045,1.42
EP000006260046,0.361111111
EP000006260049,1.856388889
EP000006260050,0.923333333
EP000006260051,0.290277778
EP000006260052,0.334722222
EP000006260053,0.437222222
EP000006260054,0.454166667
EP000006260055,2.78E-04
EP000006260057,0.091944444
EP000006260062,0.040833333
EP000006260063,1.270277778
EP000006260064,1.681388889
EP000006260066,1.346944444
EP000006260067,0.192777778
EP000006260069,0.548333333
EP000006260070,0.2225
EP000006260072,1.506388889
EP000006260073,0.009722222
EP000006260080,0.018888889
EP000006260083,0.835555556
EP000006260094,0.639444444
EP000006260097,0.048611111
EP000006260104,1.551388889
EP000006260107,0.750277778
EP000006260108,0.212222222
EP000006260110,0.024166667
EP000006260115,1.797222222
EP000006260123,0.292222222
EP000006260125,0.03
EP000006260126,0.024166667
EP000006260128,1.7025
EP000006260139,1.905833333
EP000006260142,0.009166667
EP000008460001,343.8730556
EP000008460005,170.9458333
EP000008460008,138.0077778
EP000008460011,133.8822222
EP000008460014,107.0205556
EP000008460017,108.2972222
EP000008460020,78.8375
EP000008460023,70.58555556
EP000008460026,61.73972222
EP000008460029,61.55777778
EP000008460032,67.03555556
EP000008460035,105.4311111
EP000008910001,112.2569444
EP000008910002,80.64805556
EP000008910003,74.36805556
EP000008910004,66.62916667
EP000008910005,73.86277778
EP000008910006,71.63361111
EP000008910007,62.54277778
EP000008910008,58.99805556
EP000008910009,46.22333333
EP000008910010,50.8275
EP000008910011,58.02555556
EP000008910012,42.94055556
EP000008910013,50.96222222
EP000008910014,36.39722222
EP000008910015,52.4875
EP000008910016,55.56666667
EP000008910017,74.63583333
EP000008910018,61.06638889
EP000008910019,54.415
EP000008910020,59.02444444
EP000008910021,59.07805556
EP000008910022,69.71555556
EP000008910023,63.48305556
EP000008910024,50.45333333
EP000008910025,46.61
EP000008910026,58.03166667
EP000008910027,42.09277778
EP000008910028,42.07083333
EP000008910029,87.29638889
EP000008910030,61.63361111
EP000008910031,75.93888889
EP000008910032,62.3025
EP000008910033,37.1175
EP000008910034,41.09027778
EP000008910035,37.33944444
EP000008910036,57.23138889
EP000008910037,36.69972222
EP000008910038,39.6575
EP000008910039,34.51944444
EP000008910040,39.89166667
EP000008910041,70.27583333
EP000008910042,84.50805556
EP000008910043,74.57555556
EP000008910044,59.97722222
EP000008910045,56.99861111
EP000008910046,42.51
EP000008910047,45.80527778
EP000008910048,24.17277778
EP000008910049,43.92388889
EP000008910050,28.94944444
EP000008910051,27.42194444
EP000008910052,30.72027778
EP000008910053,25.39305556
EP000008910054,30.25388889
EP000008910055,37.79833333
EP000008910056,35.55222222
EP000008910057,22.00083333
EP000008910058,35.4775
EP000008910059,49.93444444
EP000008910060,40.81222222
EP000008910061,33.79111111
EP000008910062,34.4825
EP000008910063,36.11805556
EP000008910064,25.35638889
EP000008910065,27.14583333
EP000008910066,23.32694444
EP000008910067,22.79083333
EP000008910068,48.865
EP000008910069,33.51611111
EP000008910070,28.94277778
EP000008910071,48.58305556
EP000008910072,52.70416667
EP000008910073,79.09694444
EP000008910074,89.47666667
EP000008910075,68.99694444
EP000008910076,71.64138889
EP000008910077,139.9380556
EP000008910078,81.34166667
EP000008910079,59.01138889
EP000008910080,58.43527778
EP000008910081,59.94638889
EP000008910082,55.08416667
EP000008910083,51.29555556
EP000008910084,61.81611111
EP000008910085,42.22361111
EP000008910086,65.64666667
EP000008910087,40.09388889
EP000008910088,50.05833333
EP000008910089,87.79583333
EP000008910090,99.7425
EP000008910091,118.4477778
EP000008910092,97.06666667
EP000008910093,125.0911111
EP000008910094,57.76055556
EP000008910095,65.16694444
EP000008910096,69.61888889
EP000008910097,69.18888889
EP000008910098,96.595
EP000008910099,196.1002778
EP000008910100,80.89972222
EP000008910101,97.43888889
EP000008910102,80.23194444
EP000008910103,72.4675
EP000008910104,86.23277778
EP000008910105,66.82138889
EP000008910106,90.18388889
EP000008910107,40.35777778
EP000010050001,7.581111111
EP000010050002,6.140555556
EP000010050003,4.935277778
EP000010050004,4.317222222
EP000010050005,4.965
EP000010050006,6.090277778
EP000010050007,5.43
EP000010050008,5.308333333
EP000010050009,2.996388889
EP000010050010,10.7425
EP000010050011,5.419166667
EP000010050012,7.958333333
EP000010050013,5.841666667
EP000010050014,5.891388889
EP000010050015,4.257777778
EP000010050016,5.650277778
EP000010050017,2742.200833
EP000010050018,10.08305556
EP000010050019,8.647222222
EP000010050020,3563.478611
EP000010050021,7.833333333
EP000010050022,12.05444444
EP000010050023,4663.919722
EP000010050024,24.79333333
EP000010050025,32.33583333
EP000010050026,5465.942778
EP000010050027,42.21055556
EP000010050028,5415.059167
EP000010050029,47.90222222
EP000010050030,58.02611111
EP000011894738,0.454722222
EP000011894763,0.383055556
EP000011894823,0.552777778
EP000011894864,0.0025
EP000011894886,2.553888889
EP000011894887,0.001666667
EP000011894889,0.094166667
EP000011894898,0.248888889
EP000011894912,1.246944444
EP000011894916,0.005277778
EP000011894930,0.005555556
EP000011894931,0.014722222
EP000011894932,2.303611111
EP000011894935,1.4475
EP000011894944,0.123611111
EP000011894946,0.0075
EP000011894948,0.457777778
EP000011894966,0.079444444
EP000011894968,0.003333333
EP000011894969,0.380833333
EP000011894972,0.004166667
EP000011894973,2.480555556
EP000011894976,0.422777778
EP000011894987,0.001944444
EP000011894989,0.949444444
EP000011894991,0.142777778
EP000011894992,0.041111111
EP000011894993,0.028333333
EP000011894995,0.18
EP000011894999,0.003055556
EP000011895001,0.012222222
EP000011895005,0.024166667
EP000011895013,0.025833333
EP000011895014,2.468055556
EP000011895015,1.464166667
EP000011895018,0.758611111
EP000011895019,0.009722222
EP000011895020,1.743333333
EP000011895021,0.001944444
EP000011895028,0.195833333
EP000011895030,0.811666667
EP000011895034,0.245
EP000011895036,0.124444444
EP000011895040,0.501388889
EP000011895042,0.165
EP000011895043,0.231944444
EP000011895046,0.013333333
EP000011895048,0.002222222
EP000011895050,0.646944444
EP000011895054,0.053611111
EP000011895055,0.4125
EP000011895058,0.040555556
EP000011895059,0.277777778
EP000011895060,0.003333333
EP000011895063,0.764166667
EP000011895065,0.041944444
EP000011895067,0.004722222
EP000011895068,0.003055556
EP000011895071,0.007777778
EP000011895072,0.001111111
EP000011895073,0.0025
EP000011895074,1.000555556
EP000011895075,0.033611111
EP000011895079,0.145
EP000011895081,0.0075
EP000011895085,0.050277778
EP000011895087,0.0025
EP000011895091,0.001944444
EP000011895092,0.470833333
EP000011895093,0.010833333
EP000011895095,1.015833333
EP000011895096,1.466388889
EP000011895097,0.044722222
EP000011895098,3.330277778
EP000011895099,0.717222222
EP000011895100,0.714166667
EP000011895101,0.049722222
EP000011895102,1.779166667
EP000011895103,1.644166667
EP000011895104,0.954444444
EP000011895106,1.878888889
EP000011895107,0.704722222
EP000011895108,0.311388889
EP000011895109,0.002777778
EP000011895110,0.104444444
EP000011895113,1.829444444
EP000011895114,0.091666667
EP000011895115,0.194166667
EP000011895116,0.020277778
EP000011895117,0.942777778
EP000011895118,0.63
EP000011895119,1.528333333
EP000011895120,1.013055556
EP000011895121,0.078055556
EP000011895122,1.003333333
EP000011895123,0.001666667
EP000011895124,0.008333333
EP000011895125,0.025277778
EP000011895126,0.05
EP000011895127,2.249444444
EP000011895129,2.815
EP000011895130,0.889722222
EP000011895132,0.395277778
EP000011895133,0.161944444
EP000011895134,0.041666667
EP000011895136,2.141388889
EP000011895137,0.558888889
EP000011895138,0.011666667
EP000011895139,0.421111111
EP000011895140,3.776388889
EP000011895141,6.016944444
EP000011895142,2.941666667
EP000011895143,0.984444444
EP000011895144,1.011666667
EP000011895145,2.77
EP000011895146,2.401388889
EP000011895147,1.633333333
EP000011895148,0.020833333
EP000011895149,0.339166667
EP000011895150,0.766388889
EP000011895151,1.645555556
EP000011895152,3.073888889
EP000011895153,0.102777778
EP000011895156,0.751388889
EP000011895157,0.018055556
EP000011895158,1.255277778
EP000011895160,1.1575
EP000011895161,0.005833333
EP000011895162,0.683333333
EP000011895163,0.459722222
EP000011895164,4.343055556
EP000011895165,2.580555556
EP000011895166,0.365555556
EP000011895167,1.079444444
EP000011895168,0.792222222
EP000011895169,3.186111111
EP000011895170,3.991388889
EP000011895171,3.247222222
EP000011895172,2.891944444
EP000011895173,2.786666667
EP000011895174,0.606944444
EP000011895175,1.144166667
EP000011895176,1.543611111
EP000011895177,1.226388889
EP000011895178,0.185277778
EP000011895179,2.060555556
EP000011895180,5.336111111
EP000011895181,2.831666667
EP000011895182,1.119722222
EP000011895183,3.323888889
EP000011895184,2.030833333
EP000011895185,0.036666667
EP000011895186,0.022222222
EP000011895187,1.315833333
EP000011895188,1.179722222
EP000011895189,0.1425
EP000011895190,0.471388889
EP000011895191,0.835555556
EP000011895192,0.221111111
EP000011895193,1.555833333
EP000011895194,0.334444444
EP000011895195,0.059166667
EP000011895196,1.105833333
EP000011895197,2.084444444
EP000011895198,3.251111111
EP000011895199,1.042222222
EP000011895200,0.851666667
EP000011895201,5.56E-04
EP000011895202,1.965
EP000011895203,0.795
EP000011895204,0.079166667
EP000011895205,0.003611111
EP000011895206,3.681388889
EP000011895207,1.131944444
EP000011895209,4.761666667
EP000011895210,1.752777778
EP000011895211,0.058611111
EP000011895212,0.060277778
EP000011895213,0.01
EP000011895214,2.488333333
EP000011895215,1.363055556
EP000011895216,1.176388889
EP000011895217,0.240277778
EP000011895218,0.025555556
EP000011895219,2.225277778
EP000011895220,0.0175
EP000011895221,1.110277778
EP000011895222,0.675277778
EP000011895223,0.124722222
EP000011895224,2.840833333
EP000011895225,1.892222222
EP000011895226,0.16
EP000011895227,0.020277778
EP000011895228,0.704722222
EP000011895229,2.1975
EP000011895230,1.992777778
EP000011895231,0.007777778
EP000011895232,1.144444444
EP000011895233,1.848888889
EP000011895234,1.291944444
EP000011895235,2.333333333
EP000011895236,3.568333333
EP000011895237,0.749166667
EP000011895238,0.380277778
EP000011895239,0.700555556
EP000011895240,1.932777778
EP000011895241,0.237222222
EP000011895242,0.006944444
EP000011895243,2.875555556
EP000011895244,0.075
EP000011895245,0.005
EP000011895246,1.594444444
EP000011895247,0.101666667
EP000011895248,0.065
EP000011895250,2.78
EP000011895251,1.035
EP000011895252,1.111944444
EP000011895253,0.0425
EP000011895254,0.009166667
EP000011895255,0.047777778
EP000011895256,1.225
EP000011895257,0.079166667
EP000011895258,3.450277778
EP000011895259,1.319444444
EP000011895260,0.540555556
EP000011895261,0.9825
EP000011895263,1.617222222
EP000011895264,0.001944444
EP000011895265,0.697777778
EP000011895266,0.335833333
EP000011895267,8.33E-04
EP000011895268,0.006666667
EP000011895269,0.986388889
EP000011895270,2.7225
EP000011895271,0.863611111
EP000011895272,1.62
EP000011895273,3.190555556
EP000011895274,0.519444444
EP000011895275,1.809166667
EP000011895276,0.026666667
EP000011895277,2.6325
EP000011895278,0.409166667
EP000011895279,1.859444444
EP000011895280,0.960555556
EP000011895281,0.945277778
EP000011895282,0.5375
EP000011895283,1.720555556
EP000011895284,0.026111111
EP000011895285,1.4
EP000011895286,3.025
EP000011895287,1.990555556
EP000011895288,2.634444444
EP000011895289,29.05416667
EP000011895290,39.33333333
EP000011895291,50.61694444
EP000011895293,77.20833333
EP000011895295,113.4069444
EP000011895296,106.9088889
EP000011895297,115.7258333
EP000011895298,121.0538889
EP000011895299,0.0025
EP000011895300,80.98888889
EP000011895301,87.56666667
EP000011895302,79.17555556
EP000011895303,73.17861111
EP000011895304,0.005277778
EP000011895305,63.84166667
EP000011895306,65.80277778
EP000011895307,56.2775
EP000011895308,60.88694444
EP000011895309,65.50416667
EP000011895310,77.60611111
EP000011895312,69.3825
EP000011895313,65.43972222
EP000011895314,70.54944444
EP000011895315,72.85083333
EP000011895317,56.455
EP000011895318,62.87694444
EP000011895319,60.05777778
EP000011895320,90.92694444
EP000011895321,52.80527778
EP000011895322,66.68583333
EP000011895323,70.87888889
EP000011895324,65.50333333
EP000011895325,62.50694444
EP000011895326,66.37388889
EP000011895327,72.31194444
EP000011895328,74.46888889
EP000011895329,66.10777778
EP000011895330,76.21222222
EP000011895331,75.02416667
EP000011895332,77.61416667
EP000011895333,72.97416667
EP000011895334,78.84027778
EP000011895335,77.575
EP000011895336,83.7075
EP000011895337,79.46777778
EP000011895338,105.1047222
EP000011895339,103.9936111
EP000011895340,91.24666667
EP000011895341,98.65694444
EP000011895342,103.8225
EP000011895343,102.9294444
EP000011895344,101.6730556
EP000011895345,90.91
EP000011895346,98.99777778
EP000011895347,108.0047222
EP000011895348,111.2180556
EP000011895349,104.7902778
EP000011895350,110.6719444
EP000011895351,115.7194444
EP000011895352,121.7138889
EP000011895353,127.7575
EP000011895354,137.4486111
EP000011895355,160.8866667
EP000011895356,151.32
EP000011895357,153.0994444
EP000011895358,160.8705556
EP000011895359,175.0702778
EP000011895360,188.4711111
EP000011895361,196.1786111
EP000011895362,210.1455556
EP000011895363,167.2447222
EP000011895364,48.82194444
EP000011895365,233.8691667
EP000011895366,250.2705556
EP000011895367,248.4908333
EP000011895368,276.4419444
EP000011895369,308.5394444
EP000011895370,338.5258333
EP000011895371,374.1627778
EP000011895372,410.2711111
EP000011895373,429.2569444
EP000011895374,510.7869444
EP000011895375,550.5902778
EP000011895376,590.7422222
EP000011895377,629.3219444
EP000011895378,897.8927778
EP000011895379,1037.304167
EP000011895380,1420.355
EP000011895381,1988.516389
EP000011895382,4423.940833
EP000011895383,2568.782778
EP000011895384,9120.881944
EP000011895385,21613.635
EP000011895386,14561.18083
EP000011895387,8856.043333
EP000011895388,7804.29
EP000011895389,7509.25
EP000011895390,28460.85972
EP000011895391,6670.442778
EP000011895392,5401.982778
EP000012010038,96.64166667
EP000012010047,0.707222222
EP000012010075,50.20888889
EP000012010134,9.226388889
EP000012010135,17.58694444
EP000012010136,16.60388889
EP000012010137,16.97944444
EP000012010139,7.675277778
EP000012010140,30.83666667
EP000012010142,17.46583333
EP000012010158,23.30944444
EP000012010181,11.6225
EP000012010182,8.667222222
EP000012010183,8.723055556
EP000012010184,11.07472222
EP000012010185,14.35055556
EP000012010186,16.53138889
EP000012010187,10.4075
EP000012010188,28.31666667
EP000012010189,15.88111111
EP000012010190,13.97138889
EP000012010191,14.21944444
EP000012010192,10.53333333
EP000012010194,13.94083333
EP000012010195,7.702222222
EP000012010196,17.96916667
EP000012010197,9.223888889
